A3RCCK8MEA6I3H:3HYA4D452SR28UFUDFXW514AEW9F26,32,1667592316576,"{""rt"": 6217, ""stimulus"": [""output/left_forward_vis_short_audio_low_mat_1_7.mp4""], ""response"": 0, ""stimulus2"": [""output/right_backward_vis_long_audio_high_mat_1_12.mp4""], ""delta_aspeed"": -2, ""delta_vspeed"": -2, ""trial_type"": ""video-button-response"", ""trial_index"": 30, ""time_elapsed"": 329442, ""internal_node_id"": ""0.0-1.0-0.29""}"
A3RCCK8MEA6I3H:3HYA4D452SR28UFUDFXW514AEW9F26,33,1667592323685,"{""rt"": 7106, ""stimulus"": [""output/left_forward_vis_short_audio_low_mat_5_8.mp4""], ""response"": 1, ""stimulus2"": [""output/right_backward_vis_short_audio_low_mat_1_15.mp4""], ""delta_aspeed"": 0, ""delta_vspeed"": 0, ""trial_type"": ""video-button-response"", ""trial_index"": 31, ""time_elapsed"": 336551, ""internal_node_id"": ""0.0-1.0-0.30""}"
A3RCCK8MEA6I3H:3HYA4D452SR28UFUDFXW514AEW9F26,34,1667592329504,"{""rt"": 5816, ""stimulus"": [""output/left_forward_vis_long_audio_low_mat_5_14.mp4""], ""response"": 0, ""stimulus2"": [""output/right_backward_vis_short_audio_low_mat_1_4.mp4""], ""delta_aspeed"": 0, ""delta_vspeed"": 2, ""trial_type"": ""video-button-response"", ""trial_index"": 32, ""time_elapsed"": 342370, ""internal_node_id"": ""0.0-1.0-0.31""}"
A3RCCK8MEA6I3H:3HYA4D452SR28UFUDFXW514AEW9F26,35,1667592337104,"{""rt"": 7597, ""stimulus"": [""output/control_trials/left_visual_long_flat_forward_011_music.mp4""], ""response"": 1, ""stimulus2"": [""output/control_trials/right_visual_short_flat_backward_009_music.mp4""], ""delta_aspeed"": 10000, ""delta_vspeed"": 2, ""trial_type"": ""video-button-response"", ""trial_index"": 33, ""time_elapsed"": 349970, ""internal_node_id"": ""0.0-1.0-0.32""}"
A3RCCK8MEA6I3H:3HYA4D452SR28UFUDFXW514AEW9F26,36,1667592344153,"{""rt"": 7046, ""stimulus"": [""output/left_backward_vis_medium_audio_low_mat_5_3.mp4""], ""response"": 0, ""stimulus2"": [""output/right_forward_vis_long_audio_high_mat_3_9.mp4""], ""delta_aspeed"": -2, ""delta_vspeed"": -1, ""trial_type"": ""video-button-response"", ""trial_index"": 34, ""time_elapsed"": 357019, ""internal_node_id"": ""0.0-1.0-0.33""}"
A3RCCK8MEA6I3H:3HYA4D452SR28UFUDFXW514AEW9F26,37,1667592352443,"{""rt"": 8287, ""stimulus"": [""output/left_forward_vis_medium_audio_low_mat_1_3.mp4""], ""response"": 1, ""stimulus2"": [""output/right_forward_vis_short_audio_high_mat_1_11.mp4""], ""delta_aspeed"": -2, ""delta_vspeed"": 1, ""trial_type"": ""video-button-response"", ""trial_index"": 35, ""time_elapsed"": 365309, ""internal_node_id"": ""0.0-1.0-0.34""}"
A3RCCK8MEA6I3H:3HYA4D452SR28UFUDFXW514AEW9F26,38,1667592360103,"{""rt"": 7656, ""stimulus"": [""output/left_backward_vis_long_audio_low_mat_1_13.mp4""], ""response"": 0, ""stimulus2"": [""output/right_backward_vis_short_audio_high_mat_3_5.mp4""], ""delta_aspeed"": -2, ""delta_vspeed"": 2, ""trial_type"": ""video-button-response"", ""trial_index"": 36, ""time_elapsed"": 372969, ""internal_node_id"": ""0.0-1.0-0.35""}"
A3RCCK8MEA6I3H:3HYA4D452SR28UFUDFXW514AEW9F26,39,1667592383533,"{""rt"": 23426, ""stimulus"": [""output/left_forward_vis_long_audio_high_mat_3_10.mp4""], ""response"": 0, ""stimulus2"": [""output/right_backward_vis_short_audio_low_mat_5_9.mp4""], ""delta_aspeed"": 2, ""delta_vspeed"": 2, ""trial_type"": ""video-button-response"", ""trial_index"": 37, ""time_elapsed"": 396398, ""internal_node_id"": ""0.0-1.0-0.36""}"
A3RCCK8MEA6I3H:3HYA4D452SR28UFUDFXW514AEW9F26,40,1667592390052,"{""rt"": 6517, ""stimulus"": [""output/left_backward_vis_long_audio_low_mat_1_4.mp4""], ""response"": 0, ""stimulus2"": [""output/right_backward_vis_medium_audio_high_mat_1_10.mp4""], ""delta_aspeed"": -2, ""delta_vspeed"": 1, ""trial_type"": ""video-button-response"", ""trial_index"": 38, ""time_elapsed"": 402918, ""internal_node_id"": ""0.0-1.0-0.37""}"
A3RCCK8MEA6I3H:3HYA4D452SR28UFUDFXW514AEW9F26,41,1667592396162,"{""rt"": 6107, ""stimulus"": [""output/left_forward_vis_medium_audio_medium_mat_3_15.mp4""], ""response"": 1, ""stimulus2"": [""output/right_backward_vis_short_audio_medium_mat_1_2.mp4""], ""delta_aspeed"": 0, ""delta_vspeed"": 1, ""trial_type"": ""video-button-response"", ""trial_index"": 39, ""time_elapsed"": 409028, ""internal_node_id"": ""0.0-1.0-0.38""}"
A3RCCK8MEA6I3H:3HYA4D452SR28UFUDFXW514AEW9F26,42,1667592403034,"{""rt"": 6868, ""stimulus"": [""output/left_backward_vis_long_audio_low_mat_3_3.mp4""], ""response"": 0, ""stimulus2"": [""output/right_forward_vis_short_audio_high_mat_5_15.mp4""], ""delta_aspeed"": -2, ""delta_vspeed"": 2, ""trial_type"": ""video-button-response"", ""trial_index"": 40, ""time_elapsed"": 415900, ""internal_node_id"": ""0.0-1.0-0.39""}"
A3RCCK8MEA6I3H:3HYA4D452SR28UFUDFXW514AEW9F26,43,1667592409993,"{""rt"": 6956, ""stimulus"": [""output/left_forward_vis_medium_audio_high_mat_5_2.mp4""], ""response"": 0, ""stimulus2"": [""output/right_backward_vis_medium_audio_low_mat_5_3.mp4""], ""delta_aspeed"": 2, ""delta_vspeed"": 0, ""trial_type"": ""video-button-response"", ""trial_index"": 41, ""time_elapsed"": 422859, ""internal_node_id"": ""0.0-1.0-0.40""}"
A3RCCK8MEA6I3H:3HYA4D452SR28UFUDFXW514AEW9F26,44,1667592416782,"{""rt"": 6785, ""stimulus"": [""output/left_backward_vis_medium_audio_medium_mat_3_12.mp4""], ""response"": 0, ""stimulus2"": [""output/right_backward_vis_long_audio_low_mat_5_10.mp4""], ""delta_aspeed"": 1, ""delta_vspeed"": -1, ""trial_type"": ""video-button-response"", ""trial_index"": 42, ""time_elapsed"": 429648, ""internal_node_id"": ""0.0-1.0-0.41""}"
A3RCCK8MEA6I3H:3HYA4D452SR28UFUDFXW514AEW9F26,45,1667592423072,"{""rt"": 6287, ""stimulus"": [""output/left_forward_vis_short_audio_high_mat_5_5.mp4""], ""response"": 1, ""stimulus2"": [""output/right_forward_vis_long_audio_low_mat_5_10.mp4""], ""delta_aspeed"": 2, ""delta_vspeed"": -2, ""trial_type"": ""video-button-response"", ""trial_index"": 43, ""time_elapsed"": 435938, ""internal_node_id"": ""0.0-1.0-0.42""}"
A3RCCK8MEA6I3H:3HYA4D452SR28UFUDFXW514AEW9F26,46,1667592438923,"{""rt"": 15849, ""stimulus"": [""output/left_forward_vis_long_audio_high_mat_3_10.mp4""], ""response"": 1, ""stimulus2"": [""output/right_forward_vis_medium_audio_medium_mat_1_3.mp4""], ""delta_aspeed"": 1, ""delta_vspeed"": 1, ""trial_type"": ""video-button-response"", ""trial_index"": 44, ""time_elapsed"": 451789, ""internal_node_id"": ""0.0-1.0-0.43""}"
